pseudoword,syllable_length,quality_flag,source_method,pronounceability_note,corpus_match_status,review_status,notes
kỵc rộc ngửn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thếm gảch dấnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hơng phánh trýnh thêt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngợc mểc phác dẹch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thụm bín ại giốn,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nỵp quúc chẩp tợc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dỵch địu chếng giụp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngơt nẻnh đuc quẩc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhín hôt phựp lảp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhản lụnh địp ợp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giủng vêch quổt lẹc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhẩt thẻc húnh nẳc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lâch gủi cắ ắm,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ghêng lịnh chỷc cưch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
cộch quởm sịc sệp,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhởch nợm nứng tơnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghẻng trứ phửp ngựm,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhến trónh tểch giỉp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thóp dỷc nhâch ngỷch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ỷn chủt tửm đóc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dửc giỉnh phênh cón,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phẻng sẻc tủt nỷc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
cơnh cảt nhẩng nhê,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thụt ôp trết lỏnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lủm lâ dịm mựi,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lơp nởch thém đím,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhỉc sẹng thưt thửc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sơch mêp thịch tơp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dă ỵt thẩt ngép,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vửch giạnh độch ných,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quớc dẳp nhặp rẻch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rẳ củm trệp nắ,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phíp hýp xệng nơt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bởn xột hợm thíu,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
kên phọp lứnh gỏch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bơng nhụch giựng mảo,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhât nghỉp séch rư,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngếp thẻn hựng sẩn,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nâp ngọi húc lẳp,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nửn vưc bỉn ghỷn,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tởp giắp trửc dệm,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thênh xốch dứm chơng,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trử tảch hệch mẳng,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gơp trỏc chứp mểch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đêt nhổnh đặm vêng,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giắ lợnh húi cở,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thểng nỷp tớc vểt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xụi tổch đet výn,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giỵc rấn nẹc giỉch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xửt léch kệc trớt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tấ rởch tểc bấch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dỵc trủ đợng xực,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quáo gât đôm trứnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sêng chứt mấp dắp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giển đynh lổc lẳm,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xổc bóch sích nhưch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ghẹn tực gụng xớc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giậnh phểm xăn lế,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trỏc sơp dâp mêp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gộn mụch nhíp phỏc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quém quộn cợnh vậc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trếnh quíp ảp rộch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mỵc sủm ngếng xưn,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quỉch rịn vặ quẩm,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngớng họi vâch quôn,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghỷp tống quỉn chọt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhểp dởng kẻp trỵt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tựn nhảo bựng đýnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chửc chách mẹn giảnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tặc lỏch trấc nóch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tớt thọch húm ạn,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nủ hắp chýn nảc,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rẹo trộp bôt giỵt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gảp sảp lủc xóch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trọp tứch quựn cấch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phơp giậch dýc chẹc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trủng sứn ngéng trựi,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lốch dónh lẹt giớnh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhýc bếch chá quônh,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tréc ngủp lưt nghỉp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sửp véch thỏng vủt,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phẳt đim chún thụch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vỷt vẻt ật nhủm,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gận quển đửnh trủm,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
cựch mổn rỵch rỏc,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quểch đửp thỏt vột,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tốp nhẩch thỉp ổp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sẻo ẹch dắm chợm,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dón rản bợp mốch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
că rẹo nghỵnh đẳc,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rúng đỵn phâc giểp,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tủn quọng ớnh ngín,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mớc hựnh ngẻch giẹc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sỉn mẹc xẹ đệc,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trểp rảo gụt dỷt,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bổch tậm đổp ục,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xơng thỏch phẹt vủch,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vúp vêch ngảch thặ,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mứi tọ mếm nỷnh,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gôt gố hủng giâch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lẩnh quím nghẹch trộc,4,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mẳm sổt kỉ gụch,4,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
